state1,state2,Scientific Name,FIPS,County,questionable,rarity
GA,Georgia,Quercus michauxii,13091,Dodge,,common
GA,Georgia,Quercus stellata,13091,Dodge,,common
GA,Georgia,Quercus velutina,13091,Dodge,,common
GA,Georgia,Quercus margarettae,13093,Dooly,,common
GA,Georgia,Quercus hemisphaerica,13095,Dougherty,,common
GA,Georgia,Quercus michauxii,13095,Dougherty,,common
GA,Georgia,Quercus phellos,13095,Dougherty,,common
GA,Georgia,Quercus shumardii,13095,Dougherty,,common
GA,Georgia,Quercus velutina,13095,Dougherty,,common
GA,Georgia,Quercus virginiana,13095,Dougherty,,common
GA,Georgia,Quercus phellos,13097,Douglas,,common
GA,Georgia,Quercus hemisphaerica,13099,Early,,common
GA,Georgia,Quercus michauxii,13099,Early,,common
GA,Georgia,Quercus shumardii,13099,Early,,common
GA,Georgia,Quercus velutina,13099,Early,,common
GA,Georgia,Quercus virginiana,13099,Early,,common
GA,Georgia,Quercus geminata,13101,Echols,,common
GA,Georgia,Quercus hemisphaerica,13101,Echols,,common
GA,Georgia,Quercus margarettae,13101,Echols,,common
GA,Georgia,Quercus michauxii,13101,Echols,,common
GA,Georgia,Quercus phellos,13101,Echols,,common
GA,Georgia,Quercus velutina,13101,Echols,,common
GA,Georgia,Quercus virginiana,13101,Echols,,common
GA,Georgia,Quercus hemisphaerica,13103,Effingham,,common
GA,Georgia,Quercus margarettae,13103,Effingham,,common
GA,Georgia,Quercus michauxii,13103,Effingham,,common
GA,Georgia,Quercus phellos,13103,Effingham,,common
GA,Georgia,Quercus shumardii,13103,Effingham,,common
GA,Georgia,Quercus stellata,13103,Effingham,,common
GA,Georgia,Quercus velutina,13103,Effingham,,common
GA,Georgia,Quercus virginiana,13103,Effingham,,common
GA,Georgia,Quercus margarettae,13105,Elbert,,common
GA,Georgia,Quercus michauxii,13105,Elbert,,common
GA,Georgia,Quercus phellos,13105,Elbert,,common
GA,Georgia,Quercus shumardii,13105,Elbert,,common
GA,Georgia,Quercus stellata,13105,Elbert,,common
GA,Georgia,Quercus velutina,13105,Elbert,,common
GA,Georgia,Quercus geminata,13107,Emanuel,,common
GA,Georgia,Quercus hemisphaerica,13107,Emanuel,,common
GA,Georgia,Quercus margarettae,13107,Emanuel,,common
GA,Georgia,Quercus michauxii,13107,Emanuel,,common
GA,Georgia,Quercus shumardii,13107,Emanuel,,common
GA,Georgia,Quercus virginiana,13107,Emanuel,,common
GA,Georgia,Quercus hemisphaerica,13109,Evans,,common
GA,Georgia,Quercus margarettae,13109,Evans,,common
GA,Georgia,Quercus stellata,13109,Evans,,common
GA,Georgia,Quercus virginiana,13109,Evans,,common
GA,Georgia,Quercus stellata,13111,Fannin,,common
GA,Georgia,Quercus velutina,13111,Fannin,,common
GA,Georgia,Quercus phellos,13113,Fayette,,common
GA,Georgia,Quercus michauxii,13115,Floyd,,common
GA,Georgia,Quercus phellos,13115,Floyd,,common
GA,Georgia,Quercus shumardii,13115,Floyd,,common
GA,Georgia,Quercus stellata,13115,Floyd,,common
GA,Georgia,Quercus velutina,13115,Floyd,,common
GA,Georgia,Quercus stellata,13117,Forsyth,,common
GA,Georgia,Quercus phellos,13119,Franklin,,common
GA,Georgia,Quercus velutina,13119,Franklin,,common
GA,Georgia,Quercus phellos,13121,Fulton,,common
GA,Georgia,Quercus stellata,13121,Fulton,,common
GA,Georgia,Quercus velutina,13121,Fulton,,common
GA,Georgia,Quercus virginiana,13121,Fulton,,common
GA,Georgia,Quercus stellata,13123,Gilmer,,common
GA,Georgia,Quercus velutina,13123,Gilmer,,common
GA,Georgia,Quercus hemisphaerica,13125,Glascock,,common
GA,Georgia,Quercus margarettae,13125,Glascock,,common
GA,Georgia,Quercus phellos,13125,Glascock,,common
GA,Georgia,Quercus velutina,13125,Glascock,,common
GA,Georgia,Quercus chapmanii,13127,Glynn,,rare
GA,Georgia,Quercus geminata,13127,Glynn,,common
GA,Georgia,Quercus hemisphaerica,13127,Glynn,,common
GA,Georgia,Quercus virginiana,13127,Glynn,,common
GA,Georgia,Quercus michauxii,13129,Gordon,,common
GA,Georgia,Quercus phellos,13129,Gordon,,common
GA,Georgia,Quercus shumardii,13129,Gordon,,common
GA,Georgia,Quercus stellata,13129,Gordon,,common
GA,Georgia,Quercus velutina,13129,Gordon,,common
GA,Georgia,Quercus hemisphaerica,13131,Grady,,common
GA,Georgia,Quercus margarettae,13131,Grady,,common
GA,Georgia,Quercus michauxii,13131,Grady,,common
GA,Georgia,Quercus phellos,13131,Grady,,common
GA,Georgia,Quercus stellata,13131,Grady,,common
GA,Georgia,Quercus velutina,13131,Grady,,common
GA,Georgia,Quercus virginiana,13131,Grady,,common
GA,Georgia,Quercus michauxii,13133,Greene,,common
GA,Georgia,Quercus phellos,13133,Greene,,common
GA,Georgia,Quercus stellata,13133,Greene,,common
GA,Georgia,Quercus hemisphaerica,13135,Gwinnett,,common
GA,Georgia,Quercus michauxii,13135,Gwinnett,,common
GA,Georgia,Quercus phellos,13135,Gwinnett,,common
GA,Georgia,Quercus stellata,13135,Gwinnett,,common
GA,Georgia,Quercus michauxii,13137,Habersham,,common
GA,Georgia,Quercus stellata,13137,Habersham,,common
GA,Georgia,Quercus velutina,13137,Habersham,,common
GA,Georgia,Quercus michauxii,13139,Hall,,common
GA,Georgia,Quercus margarettae,13141,Hancock,,common
GA,Georgia,Quercus phellos,13141,Hancock,,common
GA,Georgia,Quercus velutina,13141,Hancock,,common
GA,Georgia,Quercus michauxii,13143,Haralson,,common
GA,Georgia,Quercus hemisphaerica,13145,Harris,,common
GA,Georgia,Quercus margarettae,13145,Harris,,common
GA,Georgia,Quercus phellos,13145,Harris,,common
GA,Georgia,Quercus shumardii,13145,Harris,,common
GA,Georgia,Quercus stellata,13145,Harris,,common
GA,Georgia,Quercus velutina,13145,Harris,,common
GA,Georgia,Quercus phellos,13147,Hart,,common
GA,Georgia,Quercus stellata,13149,Heard,,common
GA,Georgia,Quercus phellos,13151,Henry,,common
GA,Georgia,Quercus hemisphaerica,13153,Houston,,common
GA,Georgia,Quercus michauxii,13153,Houston,,common
GA,Georgia,Quercus phellos,13153,Houston,,common
GA,Georgia,Quercus shumardii,13153,Houston,,common
GA,Georgia,Quercus stellata,13153,Houston,,common
GA,Georgia,Quercus velutina,13153,Houston,,common
GA,Georgia,Quercus geminata,13155,Irwin,,common
GA,Georgia,Quercus hemisphaerica,13155,Irwin,,common
GA,Georgia,Quercus margarettae,13155,Irwin,,common
GA,Georgia,Quercus michauxii,13155,Irwin,,common
GA,Georgia,Quercus phellos,13155,Irwin,,common
GA,Georgia,Quercus shumardii,13155,Irwin,,common
GA,Georgia,Quercus stellata,13155,Irwin,,common
GA,Georgia,Quercus phellos,13157,Jackson,,common
GA,Georgia,Quercus stellata,13157,Jackson,,common
GA,Georgia,Quercus velutina,13157,Jackson,,common
GA,Georgia,Quercus margarettae,13159,Jasper,,common
GA,Georgia,Quercus michauxii,13159,Jasper,,common
GA,Georgia,Quercus phellos,13159,Jasper,,common
GA,Georgia,Quercus shumardii,13159,Jasper,,common
GA,Georgia,Quercus stellata,13159,Jasper,,common
GA,Georgia,Quercus velutina,13159,Jasper,,common
GA,Georgia,Quercus phellos,13161,Jeff Davis,,common
GA,Georgia,Quercus stellata,13161,Jeff Davis,,common
GA,Georgia,Quercus hemisphaerica,13163,Jefferson,,common
GA,Georgia,Quercus margarettae,13163,Jefferson,,common
GA,Georgia,Quercus michauxii,13163,Jefferson,,common
GA,Georgia,Quercus phellos,13163,Jefferson,,common
GA,Georgia,Quercus stellata,13163,Jefferson,,common
GA,Georgia,Quercus hemisphaerica,13165,Jenkins,,common
GA,Georgia,Quercus margarettae,13165,Jenkins,,common
GA,Georgia,Quercus phellos,13165,Jenkins,,common
GA,Georgia,Quercus hemisphaerica,13167,Johnson,,common
GA,Georgia,Quercus margarettae,13167,Johnson,,common
GA,Georgia,Quercus michauxii,13167,Johnson,,common
GA,Georgia,Quercus phellos,13167,Johnson,,common
GA,Georgia,Quercus stellata,13167,Johnson,,common
GA,Georgia,Quercus margarettae,13169,Jones,,common
GA,Georgia,Quercus michauxii,13169,Jones,,common
GA,Georgia,Quercus phellos,13169,Jones,,common
GA,Georgia,Quercus virginiana,13169,Jones,,common
GA,Georgia,Quercus stellata,13171,Lamar,,common
GA,Georgia,Quercus hemisphaerica,13173,Lanier,,common
GA,Georgia,Quercus margarettae,13173,Lanier,,common
GA,Georgia,Quercus michauxii,13173,Lanier,,common
GA,Georgia,Quercus stellata,13173,Lanier,,common
GA,Georgia,Quercus virginiana,13173,Lanier,,common
GA,Georgia,Quercus hemisphaerica,13175,Laurens,,common
GA,Georgia,Quercus margarettae,13175,Laurens,,common
GA,Georgia,Quercus michauxii,13175,Laurens,,common
GA,Georgia,Quercus phellos,13175,Laurens,,common
GA,Georgia,Quercus geminata,13177,Lee,,common
GA,Georgia,Quercus hemisphaerica,13177,Lee,,common
GA,Georgia,Quercus margarettae,13177,Lee,,common
GA,Georgia,Quercus michauxii,13177,Lee,,common
GA,Georgia,Quercus phellos,13177,Lee,,common
GA,Georgia,Quercus shumardii,13177,Lee,,common
GA,Georgia,Quercus stellata,13177,Lee,,common
GA,Georgia,Quercus virginiana,13177,Lee,,common
GA,Georgia,Quercus chapmanii,13179,Liberty,,rare
GA,Georgia,Quercus geminata,13179,Liberty,,common
GA,Georgia,Quercus hemisphaerica,13179,Liberty,,common
GA,Georgia,Quercus margarettae,13179,Liberty,,common
GA,Georgia,Quercus michauxii,13179,Liberty,,common
GA,Georgia,Quercus phellos,13179,Liberty,,common
GA,Georgia,Quercus virginiana,13179,Liberty,,common
GA,Georgia,Quercus michauxii,13181,Lincoln,,common
GA,Georgia,Quercus phellos,13181,Lincoln,,common
GA,Georgia,Quercus shumardii,13181,Lincoln,,common
GA,Georgia,Quercus velutina,13181,Lincoln,,common
GA,Georgia,Quercus chapmanii,13183,Long,,rare
GA,Georgia,Quercus geminata,13183,Long,,common
GA,Georgia,Quercus hemisphaerica,13183,Long,,common
GA,Georgia,Quercus margarettae,13183,Long,,common
GA,Georgia,Quercus phellos,13183,Long,,common
GA,Georgia,Quercus virginiana,13183,Long,,common
GA,Georgia,Quercus geminata,13185,Lowndes,,common
GA,Georgia,Quercus hemisphaerica,13185,Lowndes,,common
GA,Georgia,Quercus margarettae,13185,Lowndes,,common
GA,Georgia,Quercus michauxii,13185,Lowndes,,common
GA,Georgia,Quercus phellos,13185,Lowndes,,common
GA,Georgia,Quercus stellata,13185,Lowndes,,common
GA,Georgia,Quercus velutina,13185,Lowndes,,common
GA,Georgia,Quercus virginiana,13185,Lowndes,,common
GA,Georgia,Quercus phellos,13187,Lumpkin,,common
GA,Georgia,Quercus stellata,13187,Lumpkin,,common
GA,Georgia,Quercus velutina,13187,Lumpkin,,common
GA,Georgia,Quercus margarettae,13189,McDuffie,,common
GA,Georgia,Quercus phellos,13189,McDuffie,,common
GA,Georgia,Quercus stellata,13189,McDuffie,,common
GA,Georgia,Quercus velutina,13189,McDuffie,,common
GA,Georgia,Quercus chapmanii,13191,McIntosh,,rare
GA,Georgia,Quercus geminata,13191,McIntosh,,common
GA,Georgia,Quercus hemisphaerica,13191,McIntosh,,common
GA,Georgia,Quercus margarettae,13191,Mcintosh,,common
GA,Georgia,Quercus michauxii,13191,McIntosh,,common
GA,Georgia,Quercus stellata,13191,McIntosh,,common
GA,Georgia,Quercus virginiana,13191,McIntosh,,common
GA,Georgia,Quercus hemisphaerica,13193,Macon,,common
GA,Georgia,Quercus margarettae,13193,Macon,,common
GA,Georgia,Quercus michauxii,13193,Macon,,common
GA,Georgia,Quercus phellos,13193,Macon,,common
GA,Georgia,Quercus shumardii,13193,Macon,,common
GA,Georgia,Quercus stellata,13193,Macon,,common
GA,Georgia,Quercus phellos,13195,Madison,,common
GA,Georgia,Quercus velutina,13195,Madison,,common
GA,Georgia,Quercus hemisphaerica,13197,Marion,,common
GA,Georgia,Quercus margarettae,13197,Marion,,common
GA,Georgia,Quercus hemisphaerica,13199,Meriwether,,common
GA,Georgia,Quercus margarettae,13199,Meriwether,,common
GA,Georgia,Quercus phellos,13199,Meriwether,,common
GA,Georgia,Quercus velutina,13199,Meriwether,,common
GA,Georgia,Quercus hemisphaerica,13201,Miller,,common
GA,Georgia,Quercus virginiana,13201,Miller,,common
GA,Georgia,Quercus margarettae,13205,Mitchell,,common
GA,Georgia,Quercus michauxii,13205,Mitchell,,common
GA,Georgia,Quercus phellos,13205,Mitchell,,common
GA,Georgia,Quercus stellata,13205,Mitchell,,common
GA,Georgia,Quercus virginiana,13205,Mitchell,,common
GA,Georgia,Quercus hemisphaerica,13207,Monroe,,common
GA,Georgia,Quercus michauxii,13207,Monroe,,common
GA,Georgia,Quercus phellos,13207,Monroe,,common
GA,Georgia,Quercus stellata,13207,Monroe,,common
GA,Georgia,Quercus velutina,13207,Monroe,,common
GA,Georgia,Quercus hemisphaerica,13209,Montgomery,,common
GA,Georgia,Quercus margarettae,13209,Montgomery,,common
GA,Georgia,Quercus michauxii,13209,Montgomery,,common
GA,Georgia,Quercus phellos,13209,Montgomery,,common
GA,Georgia,Quercus hemisphaerica,13211,Morgan,,common
GA,Georgia,Quercus michauxii,13211,Morgan,,common
GA,Georgia,Quercus phellos,13211,Morgan,,common
GA,Georgia,Quercus shumardii,13211,Morgan,,common
GA,Georgia,Quercus stellata,13211,Morgan,,common
GA,Georgia,Quercus velutina,13211,Morgan,,common
GA,Georgia,Quercus phellos,13213,Murray,,common
GA,Georgia,Quercus shumardii,13213,Murray,,common
GA,Georgia,Quercus velutina,13213,Murray,,common
GA,Georgia,Quercus hemisphaerica,13215,Muscogee,,common
GA,Georgia,Quercus margarettae,13215,Muscogee,,common
GA,Georgia,Quercus phellos,13215,Muscogee,,common
GA,Georgia,Quercus stellata,13215,Muscogee,,common
GA,Georgia,Quercus hemisphaerica,13217,Newton,,common
GA,Georgia,Quercus phellos,13217,Newton,,common
GA,Georgia,Quercus phellos,13219,Oconee,,common
GA,Georgia,Quercus margarettae,13221,Oglethorpe,,common
GA,Georgia,Quercus michauxii,13221,Oglethorpe,,common
GA,Georgia,Quercus phellos,13221,Oglethorpe,,common
GA,Georgia,Quercus shumardii,13221,Oglethorpe,,common
GA,Georgia,Quercus stellata,13221,Oglethorpe,,common
GA,Georgia,Quercus velutina,13221,Oglethorpe,,common
GA,Georgia,Quercus michauxii,13223,Paulding,,common
GA,Georgia,Quercus phellos,13223,Paulding,,common
GA,Georgia,Quercus margarettae,13225,Peach,,common
GA,Georgia,Quercus phellos,13225,Peach,,common
GA,Georgia,Quercus chapmanii,13229,Pierce,,rare
GA,Georgia,Quercus geminata,13229,Pierce,,common
GA,Georgia,Quercus virginiana,13229,Pierce,,common
GA,Georgia,Quercus phellos,13231,Pike,,common
GA,Georgia,Quercus phellos,13233,Polk,,common
GA,Georgia,Quercus hemisphaerica,13235,Pulaski,,common
GA,Georgia,Quercus michauxii,13235,Pulaski,,common
GA,Georgia,Quercus phellos,13235,Pulaski,,common
GA,Georgia,Quercus phellos,13237,Putnam,,common
GA,Georgia,Quercus hemisphaerica,13239,Quitman,,common
GA,Georgia,Quercus phellos,13239,Quitman,,common
GA,Georgia,Quercus shumardii,13239,Quitman,,common
GA,Georgia,Quercus stellata,13239,Quitman,,common
GA,Georgia,Quercus velutina,13239,Quitman,,common
GA,Georgia,Quercus stellata,13241,Rabun,,common
GA,Georgia,Quercus velutina,13241,Rabun,,common
GA,Georgia,Quercus hemisphaerica,13243,Randolph,,common
GA,Georgia,Quercus phellos,13243,Randolph,,common
GA,Georgia,Quercus stellata,13243,Randolph,,common
GA,Georgia,Quercus velutina,13243,Randolph,,common
GA,Georgia,Quercus hemisphaerica,13245,Richmond,,common
GA,Georgia,Quercus margarettae,13245,Richmond,,common
GA,Georgia,Quercus phellos,13245,Richmond,,common
GA,Georgia,Quercus shumardii,13245,Richmond,,common
GA,Georgia,Quercus virginiana,13245,Richmond,,common
GA,Georgia,Quercus phellos,13247,Rockdale,,common
GA,Georgia,Quercus hemisphaerica,13251,Screven,,common
GA,Georgia,Quercus margarettae,13251,Screven,,common
GA,Georgia,Quercus michauxii,13251,Screven,,common
GA,Georgia,Quercus phellos,13251,Screven,,common
GA,Georgia,Quercus velutina,13251,Screven,,common
GA,Georgia,Quercus geminata,13253,Seminole,,common
GA,Georgia,Quercus hemisphaerica,13253,Seminole,,common
GA,Georgia,Quercus margarettae,13253,Seminole,,common
GA,Georgia,Quercus phellos,13253,Seminole,,common
GA,Georgia,Quercus shumardii,13253,Seminole,,common
GA,Georgia,Quercus stellata,13253,Seminole,,common
GA,Georgia,Quercus velutina,13253,Seminole,,common
GA,Georgia,Quercus virginiana,13253,Seminole,,common
GA,Georgia,Quercus phellos,13255,Spalding,,common
GA,Georgia,Quercus stellata,13255,Spalding,,common
GA,Georgia,Quercus velutina,13255,Spalding,,common
GA,Georgia,Quercus michauxii,13257,Stephens,,common
GA,Georgia,Quercus phellos,13257,Stephens,,common
GA,Georgia,Quercus stellata,13257,Stephens,,common
GA,Georgia,Quercus velutina,13257,Stephens,,common
GA,Georgia,Quercus hemisphaerica,13259,Stewart,,common
GA,Georgia,Quercus phellos,13259,Stewart,,common
GA,Georgia,Quercus shumardii,13259,Stewart,,common
GA,Georgia,Quercus stellata,13259,Stewart,,common
GA,Georgia,Quercus velutina,13259,Stewart,,common
GA,Georgia,Quercus hemisphaerica,13261,Sumter,,common
GA,Georgia,Quercus margarettae,13261,Sumter,,common
GA,Georgia,Quercus michauxii,13261,Sumter,,common
GA,Georgia,Quercus phellos,13261,Sumter,,common
GA,Georgia,Quercus stellata,13261,Sumter,,common
GA,Georgia,Quercus velutina,13261,Sumter,,common
GA,Georgia,Quercus virginiana,13261,Sumter,,common
GA,Georgia,Quercus hemisphaerica,13263,Talbot,,common
GA,Georgia,Quercus margarettae,13263,Talbot,,common
GA,Georgia,Quercus stellata,13263,Talbot,,common
GA,Georgia,Quercus phellos,13265,Taliaferro,,common
GA,Georgia,Quercus geminata,13267,Tattnall,,common
GA,Georgia,Quercus hemisphaerica,13267,Tattnall,,common
GA,Georgia,Quercus margarettae,13267,Tattnall,,common
GA,Georgia,Quercus michauxii,13267,Tattnall,,common
GA,Georgia,Quercus phellos,13267,Tattnall,,common
GA,Georgia,Quercus stellata,13267,Tattnall,,common
GA,Georgia,Quercus velutina,13267,Tattnall,,common
GA,Georgia,Quercus virginiana,13267,Tattnall,,common
GA,Georgia,Quercus hemisphaerica,13269,Taylor,,common
GA,Georgia,Quercus margarettae,13269,Taylor,,common
GA,Georgia,Quercus phellos,13269,Taylor,,common
GA,Georgia,Quercus shumardii,13269,Taylor,,common
GA,Georgia,Quercus hemisphaerica,13271,Telfair,,common
GA,Georgia,Quercus margarettae,13271,Telfair,,common
GA,Georgia,Quercus michauxii,13271,Telfair,,common
GA,Georgia,Quercus phellos,13271,Telfair,,common
GA,Georgia,Quercus hemisphaerica,13273,Terrell,,common
GA,Georgia,Quercus michauxii,13273,Terrell,,common
GA,Georgia,Quercus phellos,13273,Terrell,,common
GA,Georgia,Quercus velutina,13273,Terrell,,common
GA,Georgia,Quercus virginiana,13273,Terrell,,common
GA,Georgia,Quercus hemisphaerica,13275,Thomas,,common
GA,Georgia,Quercus margarettae,13275,Thomas,,common
GA,Georgia,Quercus michauxii,13275,Thomas,,common
GA,Georgia,Quercus stellata,13275,Thomas,,common
GA,Georgia,Quercus virginiana,13275,Thomas,,common
GA,Georgia,Quercus geminata,13277,Tift,,common
GA,Georgia,Quercus hemisphaerica,13277,Tift,,common
GA,Georgia,Quercus margarettae,13277,Tift,,common
GA,Georgia,Quercus michauxii,13277,Tift,,common
GA,Georgia,Quercus stellata,13277,Tift,,common
GA,Georgia,Quercus velutina,13277,Tift,,common
GA,Georgia,Quercus virginiana,13277,Tift,,common
GA,Georgia,Quercus geminata,13279,Toombs,,common
GA,Georgia,Quercus hemisphaerica,13279,Toombs,,common
GA,Georgia,Quercus margarettae,13279,Toombs,,common
GA,Georgia,Quercus phellos,13279,Toombs,,common
GA,Georgia,Quercus velutina,13281,Towns,,common
GA,Georgia,Quercus hemisphaerica,13283,Treutlen,,common
GA,Georgia,Quercus margarettae,13283,Treutlen,,common
GA,Georgia,Quercus phellos,13283,Treutlen,,common
GA,Georgia,Quercus margarettae,13285,Troup,,common
GA,Georgia,Quercus phellos,13285,Troup,,common
GA,Georgia,Quercus geminata,13287,Turner,,common
GA,Georgia,Quercus margarettae,13287,Turner,,common
GA,Georgia,Quercus phellos,13287,Turner,,common
GA,Georgia,Quercus stellata,13287,Turner,,common
GA,Georgia,Quercus virginiana,13287,Turner,,common
GA,Georgia,Quercus hemisphaerica,13289,Twiggs,,common
GA,Georgia,Quercus michauxii,13289,Twiggs,,common
GA,Georgia,Quercus phellos,13289,Twiggs,,common
GA,Georgia,Quercus shumardii,13289,Twiggs,,common
GA,Georgia,Quercus hemisphaerica,13293,Upson,,common
GA,Georgia,Quercus margarettae,13293,Upson,,common
GA,Georgia,Quercus phellos,13293,Upson,,common
GA,Georgia,Quercus stellata,13293,Upson,,common
GA,Georgia,Quercus michauxii,13295,Walker,,common
GA,Georgia,Quercus phellos,13295,Walker,,common
GA,Georgia,Quercus shumardii,13295,Walker,,common
GA,Georgia,Quercus stellata,13295,Walker,,common
GA,Georgia,Quercus velutina,13295,Walker,,common
GA,Georgia,Quercus margarettae,13297,Walton,,common
GA,Georgia,Quercus phellos,13297,Walton,,common
GA,Georgia,Quercus chapmanii,13299,Ware,,rare
GA,Georgia,Quercus hemisphaerica,13299,Ware,,common
GA,Georgia,Quercus margarettae,13299,Ware,,common
GA,Georgia,Quercus virginiana,13299,Ware,,common
GA,Georgia,Quercus hemisphaerica,13301,Warren,,common
GA,Georgia,Quercus margarettae,13301,Warren,,common
GA,Georgia,Quercus phellos,13301,Warren,,common
GA,Georgia,Quercus hemisphaerica,13303,Washington,,common
GA,Georgia,Quercus margarettae,13303,Washington,,common
GA,Georgia,Quercus phellos,13303,Washington,,common
GA,Georgia,Quercus stellata,13303,Washington,,common
GA,Georgia,Quercus velutina,13303,Washington,,common
GA,Georgia,Quercus chapmanii,13305,Wayne,,rare
GA,Georgia,Quercus hemisphaerica,13305,Wayne,,common
GA,Georgia,Quercus margarettae,13305,Wayne,,common
GA,Georgia,Quercus michauxii,13305,Wayne,,common
GA,Georgia,Quercus virginiana,13305,Wayne,,common
GA,Georgia,Quercus hemisphaerica,13307,Webster,,common
GA,Georgia,Quercus margarettae,13307,Webster,,common
GA,Georgia,Quercus stellata,13307,Webster,,common
GA,Georgia,Quercus hemisphaerica,13309,Wheeler,,common
GA,Georgia,Quercus margarettae,13309,Wheeler,,common
GA,Georgia,Quercus michauxii,13309,Wheeler,,common
GA,Georgia,Quercus phellos,13309,Wheeler,,common
GA,Georgia,Quercus stellata,13309,Wheeler,,common
GA,Georgia,Quercus velutina,13311,White,,common
GA,Georgia,Quercus michauxii,13313,Whitfield,,common
GA,Georgia,Quercus phellos,13313,Whitfield,,common
GA,Georgia,Quercus shumardii,13313,Whitfield,,common
GA,Georgia,Quercus velutina,13313,Whitfield,,common
GA,Georgia,Quercus hemisphaerica,13315,Wilcox,,common
GA,Georgia,Quercus margarettae,13315,Wilcox,,common
GA,Georgia,Quercus michauxii,13315,Wilcox,,common
GA,Georgia,Quercus phellos,13315,Wilcox,,common
GA,Georgia,Quercus stellata,13315,Wilcox,,common
GA,Georgia,Quercus phellos,13317,Wilkes,,common
GA,Georgia,Quercus shumardii,13317,Wilkes,,common
GA,Georgia,Quercus velutina,13317,Wilkes,,common
GA,Georgia,Quercus hemisphaerica,13319,Wilkinson,,common
GA,Georgia,Quercus margarettae,13319,Wilkinson,,common
GA,Georgia,Quercus michauxii,13319,Wilkinson,,common
GA,Georgia,Quercus phellos,13319,Wilkinson,,common
GA,Georgia,Quercus stellata,13319,Wilkinson,,common
GA,Georgia,Quercus hemisphaerica,13321,Worth,,common
GA,Georgia,Quercus margarettae,13321,Worth,,common
GA,Georgia,Quercus michauxii,13321,Worth,,common
GA,Georgia,Quercus phellos,13321,Worth,,common
GA,Georgia,Quercus stellata,13321,Worth,,common
GA,Georgia,Quercus virginiana,13321,Worth,,common
IL,Illinois,Quercus stellata,17001,Adams,,common
IL,Illinois,Quercus velutina,17001,Adams,,common
IL,Illinois,Quercus michauxii,17003,Alexander,,common
IL,Illinois,Quercus phellos,17003,Alexander,,rare
IL,Illinois,Quercus shumardii,17003,Alexander,,common
IL,Illinois,Quercus stellata,17003,Alexander,,common
IL,Illinois,Quercus velutina,17003,Alexander,,common
IL,Illinois,Quercus michauxii,17005,Bond,,common
IL,Illinois,Quercus stellata,17005,Bond,,common
IL,Illinois,Quercus velutina,17005,Bond,,common
IL,Illinois,Quercus velutina,17007,Boone,,common
IL,Illinois,Quercus stellata,17009,Brown,,common
IL,Illinois,Quercus velutina,17009,Brown,,common
IL,Illinois,Quercus velutina,17011,Bureau,,common
IL,Illinois,Quercus shumardii,17013,Calhoun,,common
IL,Illinois,Quercus stellata,17013,Calhoun,,common
IL,Illinois,Quercus velutina,17013,Calhoun,,common
IL,Illinois,Quercus velutina,17015,Carroll,,common
IL,Illinois,Quercus michauxii,17017,Cass,,common
IL,Illinois,Quercus stellata,17017,Cass,,common
IL,Illinois,Quercus velutina,17017,Cass,,common
IL,Illinois,Quercus velutina,17019,Champaign,,common
IL,Illinois,Quercus shumardii,17021,Christian,,common
IL,Illinois,Quercus stellata,17021,Christian,,common
IL,Illinois,Quercus velutina,17021,Christian,,common
IL,Illinois,Quercus shumardii,17023,Clark,,common
IL,Illinois,Quercus stellata,17023,Clark,,common
IL,Illinois,Quercus velutina,17023,Clark,,common
IL,Illinois,Quercus michauxii,17025,Clay,,common
IL,Illinois,Quercus shumardii,17025,Clay,,common
IL,Illinois,Quercus stellata,17025,Clay,,common
IL,Illinois,Quercus velutina,17025,Clay,,common
IL,Illinois,Quercus michauxii,17027,Clinton,,common
IL,Illinois,Quercus shumardii,17027,Clinton,,common
IL,Illinois,Quercus stellata,17027,Clinton,,common
IL,Illinois,Quercus velutina,17027,Clinton,,common
IL,Illinois,Quercus stellata,17029,Coles,,common
IL,Illinois,Quercus velutina,17029,Coles,,common
IL,Illinois,Quercus shumardii,17031,Cook,,common
IL,Illinois,Quercus velutina,17031,Cook,,common
IL,Illinois,Quercus michauxii,17033,Crawford,,common
IL,Illinois,Quercus shumardii,17033,Crawford,,common
IL,Illinois,Quercus stellata,17033,Crawford,,common
IL,Illinois,Quercus velutina,17033,Crawford,,common
IL,Illinois,Quercus shumardii,17035,Cumberland,,common
IL,Illinois,Quercus stellata,17035,Cumberland,,common
IL,Illinois,Quercus velutina,17035,Cumberland,,common
IL,Illinois,Quercus velutina,17037,DeKalb,,common
IL,Illinois,Quercus velutina,17039,De Witt,,common
IL,Illinois,Quercus velutina,17041,Douglas,,common
IL,Illinois,Quercus velutina,17043,DuPage,,common
IL,Illinois,Quercus velutina,17045,Edgar,,common
IL,Illinois,Quercus shumardii,17047,Edwards,,common
IL,Illinois,Quercus stellata,17047,Edwards,,common
IL,Illinois,Quercus velutina,17047,Edwards,,common
IL,Illinois,Quercus shumardii,17049,Effingham,,common
IL,Illinois,Quercus stellata,17049,Effingham,,common
IL,Illinois,Quercus velutina,17049,Effingham,,common
IL,Illinois,Quercus shumardii,17051,Fayette,,common
IL,Illinois,Quercus stellata,17051,Fayette,,common
IL,Illinois,Quercus velutina,17051,Fayette,,common
IL,Illinois,Quercus velutina,17053,Ford,,common
IL,Illinois,Quercus shumardii,17055,Franklin,,common
IL,Illinois,Quercus stellata,17055,Franklin,,common
IL,Illinois,Quercus velutina,17055,Franklin,,common
